4079;3096;49;1288;1560;5;928;575
612;479;1086;2520;4032;480;226;1027
4028;318;2295;75;17;3070;1312;11
3200;1104;991;4072;381;297;2072;1408
239;1160;3824;3080;3999;128;4032;1071
258;4056;265;297;1542;3840;903;1032
328;3808;1160;2031;567;3696;894;944
520;2052;96;2303;217;13;519;984
1031;1055;776;1912;545;509;300;3104
2088;2068;2096;1600;274;34;3984;3078
3966;503;3472;498;2559;1953;1016;390
4081;482;594;3576;1920;220;446;2570
3066;114;3264;81;273;4036;3612;2175
1440;168;3952;1524;2368;3810;384;2113
975;62;1736;57;66;150;3648;85
52;3844;3024;1950;4065;3648;3952;516
1320;1151;2303;2448;928;1860;1888;46
960;1535;272;2480;447;97;21;2160
1040;988;1116;546;990;140;73;280
888;226;1980;1408;2068;612;3598;1794
482;2544;2159;1985;3024;868;121;276
376;3586;268;99;464;958;1152;635
3648;3264;2066;216;3825;1152;1148;1520
2142;265;1025;266;2295;1279;2180;158
898;2;1026;140;3072;1784;1024;889
3832;1760;1968;962;13;736;2178;390
452;592;1600;328;129;45;962;1282
3984;4079;3585;498;3848;479;2116;60
1632;1012;441;545;608;3040;2624;231
2111;448;962;3840;52;97;368;1312
271;452;2184;1794;543;26;567;108
912;2120;13;578;3060;3472;1188;1796
2160;135;1116;2624;4078;578;3952;4087
762;1988;3075;1025;1904;4062;1794;320
2175;1584;390;1029;253;3552;962;2014
2144;492;2008;548;481;1224;1764;3078
254;840;164;3584;975;2880;2480;258
2104;290;600;3048;2565;520;155;526
325;545;992;352;888;368;520;1285
780;1154;2560;224;76;4080;44;2480
1019;2079;1976;3528;3825;1038;368;1533
3964;90;4080;20;1071;16;1134;441
155;975;672;2720;4065;2368;2562;258
2047;2552;912;2052;3640;236;100;387
1092;3070;2042;816;482;2049;1504;594
3937;3264;2540;532;2480;3096;1983;1890
272;2174;3074;2336;2368;2496;2052;2045
143;1916;150;39;930;1920;1536;3824
26;340;1270;464;306;198;2;57
464;1728;1520;502;2055;1027;274;3073
1281;56;632;3120;194;72;384;273
561;102;546;1535;1136;912;45;472
1778;994;2174;3078;1968;1033;4030;25
560;36;114;4084;1952;144;1535;1928
272;960;2145;558;2048;49;1022;2295
3964;492;1632;1116;484;479;44;1087
2568;54;1936;2561;2018;1156;2210;1040
2033;193;464;92;119;4068;1935;1084
2559;408;25;3084;2816;2300;3056;102
2559;961;242;2142;4086;6;1275;1537
958;465;1044;2088;37;3472;3577;25
381;386;2244;25;315;1520;543;4088
529;2113;1800;1953;1017;52;2049;509
4086;1279;2176;2558;1009;1006;455;2172
133;552;3040;2036;1794;25;3078;1089
2057;1086;105;500;1170;3136;2064;448
1904;3060;63;479;568;3810;2640;2688
17;3078;2559;37;284;2174;318;2432
1953;1984;1096;3066;280;1150;96;1300
2210;1272;36;2540;3984;3104;3842;1072
1790;894;507;4060;300;961;95;4082
1144;320;882;1778;3070;49;452;3064
3096;744;1535;46;1988;2142;324;1023
2096;3970;771;31;2976;2560;1799;152
1532;1120;45;1034;1008;196;225;3872
3048;1530;3776;160;3970;2128;1057;158
2210;960;5;632;2112;55;2176;2480
321;3580;150;3096;968;3048;3810;2044
2555;767;976;592;279;380;1184;131
79;244;3960;455;2041;888;968;3068
225;4032;1537;1105;1535;1794;2040;3937
386;567;272;4056;2555;768;168;1986
129;3937;2043;2480;612;164;4084;1532
4056;3080;542;1052;956;2550;482;1824
383;2268;162;1084;3970;2082;1260;249
12;641;1536;416;2142;287;297;956
258;1152;15;1284;2042;2081;1534;1988
226;13;3066;251;1533;3967;988;2142
55;3838;256;312;2024;2286;100;3720
543;79;840;2520;3964;1279;2128;2376
3966;530;516;1920;2376;1154;148;640
45;126;50;945;1936;2556;2036;990
645;976;4016;165;1536;2312;1052;180
316;510;132;529;2561;39;31;1860
1153;575;2012;1918;3078;232;1890;2550
82;124;2313;1544;66;3840;2044;3096
1224;1052;3960;132;316;480;968;416
514;2244;3072;964;975;17;560;1985
1524;44;1048;3966;580;546;25;903
450;3855;134;88;1288;85;2448;1032
