1542;2028;40;1524;4031;319;324;2400;1792;160;1033;2192;994;3872;520;189
2050;1004;4000;1533;4091;3856;3776;3586;2078;2079;760;2144;1168;68;2312;4034
162;898;220;31;1552;2168;1542;504;1168;1270;3848;3068;2368;46;270;69
1552;1039;3969;3024;315;543;1584;319;546;14;1284;240;78;650;159;336
2368;1790;36;123;594;133;3075;1544;1058;408;1248;2160;216;2065;4063;4
968;4032;594;1760;168;184;515;2592;1808;256;3640;452;1919;1154;4062;4084
1848;1530;3040;61;2232;552;228;944;1548;2570;168;100;888;11;94;32
961;1030;3870;3999;1916;4087;144;434;25;3848;958;526;1052;3640;3842;672
2552;112;2300;1920;2096;952;94;288;585;480;247;21;484;242;136;2480
257;3960;2081;3825;1104;2376;2063;122;546;448;1532;3696;2592;542;260;768
511;2062;1042;1344;208;2050;99;1904;2066;128;2053;1038;895;4091;1919;1504
780;382;390;762;504;176;189;217;2062;246;51;60;1278;3937;444;496
1953;168;816;84;1288;376;388;4090;2177;3810;3520;4081;1038;488;2580;2175
248;2432;959;2050;2060;3069;968;910;1264;1824;256;2312;1017;3832;2308;975
567;2080;1860;259;968;136;59;3582;816;1161;4031;2295;280;2400;1312;1986
5;41;186;1440;1;772;488;511;150;774;600;1278;540;318;3120;17
1284;2568;1282;768;1156;1539;2624;1534;3078;3856;1548;894;200;540;521;32
736;1860;772;153;2060;2084;2624;882;1216;1071;297;150;1952;1030;58;1792
888;1017;210;258;536;509;78;632;1788;896;450;2558;150;2030;760;3120
1536;521;2976;13;2084;2376;255;145;165;452;1084;4068;1015;3072;368;159
10;2544;488;8;1791;137;500;462;889;544;441;3964;2041;2193;156;1921
3070;2288;125;530;4092;3360;1279;3612;133;1986;1924;54;420;1029;232;509
1188;3071;1534;378;1042;576;288;142;3568;152;1344;574;2568;2144;960;4034
1105;768;2600;340;578;97;56;240;524;1010;1528;1009;3696;530;2018;82
96;2008;45;1056;455;3720;1540;868;25;2528;72;68;2272;320;198;889
176;769;99;68;2688;28;2082;2076;2008;441;3839;3060;656;105;25;1544
930;4094;133;2300;2304;497;3780;61;145;50;21;126;1016;184;4078;2018
264;4031;325;548;146;584;1764;2016;3585;1048;903;2296;372;1785;7;6
768;3872;392;1071;1282;92;446;2088;4063;253;2178;1790;330;168;80;452
1153;232;2300;780;4064;2046;2580;3528;608;996;94;3076;2528;2041;962;2014
280;3528;2192;248;2053;1033;509;767;2055;3084;2565;300;3839;462;56;960
1778;155;260;2816;1528;62;4031;1143;65;2174;1036;488;1086;3712;1280;387
1778;3060;1054;1280;1148;1584;88;478;1279;325;315;284;400;526;2054;75
1116;2180;49;4079;162;4060;4064;2000;128;1600;2540;624;1312;4090;195;1950
638;1976;3780;479;513;2555;4089;752;67;2175;297;1764;996;1090;1919;620
10;2030;960;1143;3616;1953;1282;30;17;482;527;912;1038;1021;1072;1089
632;542;1560;2040;912;152;452;1087;259;3585;1260;4087;1038;2142;1136;864
1860;67;90;257;18;1796;1982;455;118;1736;996;928;540;515;268;650
1790;1976;37;2049;7;561;2340;2176;14;1824;223;97;1170;198;532;55
3598;297;584;286;279;1240;3848;896;660;2544;1472;1;2303;2562;2210;3841
2580;4016;51;1272;264;242;96;143;446;882;60;532;975;3838;1010;2030
3972;1632;507;478;3844;1036;641;3104;744;2976;3585;220;772;27;1360;904
744;4078;1856;500;3584;52;1760;2112;2520;1278;1296;3966;79;82;142;3168
2565;248;961;1799;2559;2040;1029;2340;1120;36;868;900;3696;1092;65;2055
888;575;3832;578;122;3712;2210;148;73;256;228;2016;33;903;52;226
1025;4040;1799;2172;2052;248;2108;1952;462;1096;1288;3064;3360;84;584;57
1504;1058;561;612;336;771;956;2020;2286;1014;256;600;387;135;1054;3808
3264;319;592;2302;641;3856;4040;752;1151;2038;44;704;768;996;3568;1000
2048;228;1275;488;2688;37;195;1904;2052;2544;481;1952;262;1016;137;1004
1009;2376;1890;1539;572;376;1086;760;1279;2012;2048;368;208;156;2060;4062
156;1032;2528;4024;4063;1988;2302;3056;135;1105;1086;984;24;13;188;4079
290;584;516;1150;3612;1000;59;2028;1278;1056;961;140;45;130;578;882
993;2063;2544;1275;76;1950;2336;3870;600;3856;4028;1520;250;840;1160;638
1824;494;764;4030;270;1020;198;521;75;1086;511;2496;492;5;544;1148
2054;574;561;495;975;2320;516;1984;3;592;260;1240;24;111;3872;408
134;1240;480;2340;273;164;2056;316;2110;641;924;2053;54;250;1016;66
208;60;1760;1980;2320;4030;3264;16;39;2976;289;1890;760;132;2210;648
322;80;1072;268;188;944;1039;774;376;1260;2020;3970;3472;143;1736;642
99;26;68;1548;961;1044;97;4078;3008;2376;368;585;639;3969;14;2480
259;99;1134;3969;2055;3972;3900;137;190;3810;2175;832;996;2080;270;1808
488;116;1004;752;1010;2065;1785;520;2078;238;680;122;580;2084;3040;1799
274;636;196;142;1008;296;190;1552;1540;396;392;2053;1010;479;964;2112
1278;1086;40;2568;258;1728;376;75;1200;2048;993;988;1953;497;168;297
228;2565;135;408;1344;1793;3120;3586;3075;55;484;1533;2208;129;3720;78
135;284;511;630;158;378;480;2081;4030;1904;30;36;3937;892;2056;760
1152;1031;3900;527;3842;639;258;528;24;1820;381;225;88;1728;1016;1055
2080;15;988;1806;3839;119;1007;4094;2210;1008;2046;2034;7;112;3528;1290
575;522;315;1520;975;254;186;1528;1312;572;432;81;2296;2600;4076;80
996;472;1084;2145;864;54;9;2552;130;2050;770;62;4090;1472;1154;27
448;1264;79;253;11;704;296;530;68;650;2008;488;2039;137;318;924
127;372;112;161;3075;784;2180;3824;516;1016;71;2192;1548;1796;2034;2580
1278;2060;12;1968;2110;521;257;168;165;1537;131;290;1144;1116;3008;3999
254;752;155;608;1408;208;328;176;2640;765;4065;3069;1760;123;44;1088
63;17;127;180;372;1240;522;2078;4072;3520;316;46;1161;764;2288;1533
122;3584;146;910;2096;130;1584;3591;1058;3078;2559;45;2312;4072;19;1360
3969;561;256;2544;127;1060;1188;2565;252;34;1916;3999;69;188;2053;390
250;2568;912;408;3056;1092;519;1240;1096;261;1544;1584;1360;1014;2112;126
1152;2496;3075;1791;1020;3842;1040;3104;61;325;561;889;3080;4031;3967;1
2041;2063;1792;2560;1440;774;304;2096;2081;1152;3970;1260;2244;2058;2111;2014
268;2039;2560;3936;148;1800;388;3120;254;4084;576;455;608;639;976;462
3780;2160;1808;3580;4048;64;4036;450;12;1904;992;1088;960;13;720;158
1275;1044;3168;1533;4093;552;142;2193;448;630;1728;2044;928;1278;251;4064
1533;42;2688;1918;3840;4082;1504;22;2232;2111;253;251;2063;6;1150;81
196;1017;1036;3648;2014;449;61;1280;1983;2064;4089;38;1528;756;772;4064
3084;1031;4024;944;736;39;2210;2565;1272;4092;2208;4028;265;912;1028;2120
620;1007;2268;464;1912;3583;641;1120;1792;2047;65;1041;74;380;1820;3900
1922;288;3040;1537;1019;3841;2049;382;2056;2051;2113;232;1512;3520;3577;904
300;506;2159;543;1264;432;3968;35;4095;1184;255;552;2008;2240;897;3073
122;210;455;1044;3780;193;434;530;752;2082;2014;1120;3855;2368;3096;1023
69;3648;273;2108;2036;162;23;478;2116;253;2052;236;3964;482;3967;1021
521;776;1568;636;2008;544;1042;1170;37;396;479;184;381;1148;416;478
897;3064;3844;35;191;263;21;1170;892;240;996;2576;1092;1922;33;512
894;75;97;1058;578;2550;198;1168;892;568;888;1985;548;2;561;385
112;191;3588;384;3088;645;3696;3591;4082;40;279;28;61;3583;1016;38
122;630;1953;102;39;1776;640;2110;544;2210;38;262;1143;322;952;514
672;93;1007;251;3024;2561;880;1935;1216;111;2128;2432;316;247;4092;1472
552;500;3841;958;1260;2552;514;2145;495;1808;1536;254;1240;476;286;1824
145;2296;1776;2976;244;3984;3856;484;2030;2041;249;3972;1905;76;1072;771
2244;1264;3074;290;289;59;55;2208;2;1544;2448;2308;1288;1086;3577;1153
114;3580;1982;2240;1025;270;1806;1284;898;3832;3712;23;2053;321;15;1296
