125;2038;2448;1010;896;2180;69;58;1161;122;510;272;3586;2060;1087;114;340;3825;640;360;279;2306;1296;273;1524;210;2079;84;4079;4072;3583;1284
2480;2000;1280;191;2528;2565;530;195;1260;630;2193;2240;2816;584;800;10;310;635;4028;336;1150;108;992;142;2144;274;66;2376;1080;1778;300;1888
2113;552;336;26;360;1026;4034;930;118;1264;3583;1280;1296;27;2046;522;464;1156;2045;4095;1012;638;194;832;113;396;11;892;44;3552;756;440
2544;2041;118;900;27;896;142;36;44;1170;3060;3580;1792;386;392;3056;620;51;1736;1143;1320;3008;95;2042;400;543;462;3264;93;630;296;552
868;3960;440;574;8;180;1544;200;1116;2145;3060;975;1038;736;620;14;3472;3071;3456;168;2024;2565;270;1488;3104;2576;3838;1288;1784;1020;928;33
1856;2048;4016;4095;322;1089;450;108;1030;944;2033;1018;1080;2049;656;2114;241;529;144;3;248;1052;558;1680;3968;260;2550;519;266;1033;2012;3580
2116;2520;108;744;506;19;1033;45;1027;2528;1084;3568;1018;4087;4063;462;1794;2120;584;66;99;71;1090;10;3832;1799;3588;124;2368;2000;192;624
2244;52;160;3570;127;1087;320;31;624;260;2065;1056;2066;1552;256;1488;1312;71;49;3616;766;3556;17;372;290;1533;2976;1038;92;120;318;1568
10;1300;1888;123;98;262;642;1976;60;1276;1544;37;1096;2562;20;137;3966;444;2016;1279;2052;1935;1600;2559;3842;1188;3906;3855;472;1985;242;1089
3937;1084;1890;903;3264;2272;1806;3072;34;360;140;2114;976;1034;2062;574;752;4062;1935;3088;300;2024;766;18;4088;2432;2033;2044;52;47;40;286
125;1982;1985;968;162;2039;2088;196;1040;321;52;1512;2312;2300;3088;263;958;2145;772;61;40;660;962;292;2048;1533;128;3776;444;1023;2192;496
263;18;1216;2082;4068;220;476;1512;518;152;5;44;1057;1096;4063;310;1270;548;2295;1023;1184;3556;2296;2015;2576;4032;81;3472;3856;0;3810;2046
624;888;396;1012;13;2065;480;192;67;2051;3855;290;240;6;164;1488;2045;2;1022;2564;71;143;4028;23;11;2302;2096;868;315;767;1820;952
388;515;4088;105;247;964;2880;390;4082;2081;250;236;3600;816;37;3966;889;2555;2496;223;312;519;1055;1280;1096;210;31;336;55;527;532;1000
2060;126;2;360;1224;960;868;446;2120;270;832;198;1281;265;3839;952;765;542;1680;1312;1086;315;1728;2079;2058;3872;1296;161;3586;200;4095;128
400;33;2145;1170;260;392;1296;31;2313;4094;4062;88;768;273;1912;2079;720;4090;2172;1952;2558;1919;1920;90;4031;1288;376;2072;1064;968;2056;3968
330;1240;189;3064;1010;320;765;956;224;319;3825;36;3583;2088;325;572;1919;889;1136;47;236;1122;2520;2072;290;223;464;143;315;3570;1790;1018
479;624;1472;1856;990;195;3120;930;504;1216;1344;248;3839;2047;964;1539;762;2159;1928;620;3076;1184;3598;1029;1284;3104;567;645;600;18;1000;336
1584;2044;656;380;388;272;125;1040;447;3872;382;99;4048;58;594;259;3839;200;507;910;145;1087;0;38;36;138;2720;772;265;2376;1090;90
1084;1240;1016;2084;1540;2303;4000;40;449;1086;576;4095;776;55;1041;990;1248;524;832;522;59;3568;2565;1026;512;130;0;125;145;912;22;396
2044;1154;2174;1015;1272;521;3066;45;1540;65;85;254;1528;3968;4092;4084;3328;1968;1552;2193;1072;123;2012;3648;2082;2180;4095;479;61;2192;259;2066
95;2286;519;3720;3904;1014;2034;250;780;92;2047;543;527;2568;68;2552;1030;2180;189;656;360;2081;1086;1760;146;1980;2055;13;127;80;2320;1188
26;3592;3591;1988;196;324;236;1019;148;744;216;92;145;3072;8;507;2400;2066;3964;217;2640;505;1022;3075;4016;1034;168;24;1280;3552;249;1792
514;3056;2520;1029;2580;79;1794;608;2057;3904;1038;592;2295;165;2480;1980;252;388;2045;276;80;325;2540;1224;2555;40;322;392;518;3841;223;1320
505;2144;136;0;3360;1928;519;3585;1087;567;478;2030;387;504;2018;2576;1028;2560;465;50;1052;1799;241;35;2110;3616;1785;880;894;2142;580;888
1080;624;1276;231;2208;34;2288;3810;2088;390;59;133;262;1952;384;3064;1904;450;645;266;420;62;376;242;1275;1150;2052;165;1004;800;3264;1924
134;2306;24;1530;600;760;1860;3136;2081;636;960;510;3841;1919;3168;148;319;496;3120;1976;49;1539;340;512;27;372;2057;1044;420;1794;247;1056
1054;2041;2559;2244;352;38;1071;35;82;1976;1096;102;488;984;2142;1537;1151;527;54;0;792;1143;392;2624;4066;22;3836;530;3096;744;644;1144
2528;189;222;376;3967;928;2017;1544;2304;585;3640;3856;242;2113;2174;1784;46;3810;764;1528;1044;578;3060;129;3075;315;2322;319;2072;66;79;1524
381;536;904;449;2016;2580;1088;2720;1790;912;272;27;162;4060;319;2042;1188;2550;10;3556;2552;52;23;186;124;37;520;3855;50;3967;1024;266
1019;315;1026;1791;244;1548;188;2592;97;249;38;4040;153;1039;1032;1600;2058;4094;2033;760;1300;2192;2600;1016;959;1153;506;3576;4088;3968;50;903
48;5;526;1136;641;210;503;272;3844;1976;868;54;135;548;1290;1056;2720;2376;95;4091;193;3456;558;128;1919;518;1784;2272;3600;2320;2082;3064
134;2272;304;506;3808;1025;3200;3008;72;1055;190;164;1134;1950;512;2064;18;2193;62;3576;3528;1935;3612;14;4078;37;441;3960;770;2286;132;3064
2568;1188;1264;1036;1029;444;286;1282;2039;575;765;165;3008;984;3072;328;558;440;2043;1919;104;38;956;641;4088;2088;3838;960;506;1033;6;2078
2024;2112;156;62;1988;162;321;575;1278;4000;260;4040;63;47;2313;2050;381;660;2055;1168;1296;1935;3967;3072;780;1017;448;450;792;498;1054;2052
1921;1072;2556;1790;2034;46;92;1;521;3568;498;99;3844;984;542;648;2564;2128;3904;248;116;1216;1537;3648;2039;3870;2050;14;561;113;3824;464
325;3078;2288;2080;479;2018;465;567;292;378;780;42;990;3848;408;225;164;1025;2030;572;1924;2306;70;1052;1632;2088;0;238;385;116;1017;2168
1136;78;2286;1096;170;264;2300;1027;771;5;14;3556;1264;2176;450;64;1154;1240;385;2078;21;39;680;193;265;2528;200;1794;2313;249;3060;7
1534;784;1600;3580;495;482;80;2088;2400;2172;1000;1544;2520;4016;10;2031;90;1024;498;3556;964;2320;383;1790;238;4033;292;2055;635;46;387;2056
4084;765;3937;2580;6;1440;2144;119;216;160;2448;624;2565;1360;513;517;1154;1136;2944;224;340;142;2053;2112;1025;2544;774;2520;3900;3600;2550;636
336;18;130;2048;1224;762;1024;125;3074;95;3069;3968;4087;60;2576;1320;1792;1031;488;3588;1288;164;1058;121;1027;961;272;1071;156;3960;452;127
1796;1536;1071;1524;532;2036;289;1152;2062;2528;895;766;2816;111;2592;930;3832;1799;3839;322;165;2210;2296;1950;2192;124;164;888;3104;1921;2012;585
97;506;3552;204;2561;1488;1736;4036;2592;1968;4016;36;1976;2580;770;897;2268;190;32;1808;592;1276;519;1983;4078;2172;4063;2110;2128;2040;2312;1200
3076;3056;1020;2210;11;2313;1021;3576;1055;2624;244;80;736;3024;88;650;263;1260;2592;1785;766;225;71;120;3360;2012;99;1504;288;518;975;900
3075;1860;1152;4088;1087;74;116;3841;2046;84;210;600;49;1276;450;3964;1921;1784;536;191;336;772;481;161;2560;2042;4024;561;1025;594;3598;3844
193;959;81;1764;2580;261;1023;128;1033;122;1270;2576;1116;39;2174;222;84;136;720;2640;306;3900;184;3824;2244;446;123;2286;548;146;1778;1071
1440;79;58;864;2272;1216;3999;510;2376;574;446;3870;975;1905;4024;1764;274;524;3200;1052;1935;390;150;26;441;2120;3839;2024;568;478;330;13
1548;1792;2049;296;1824;93;704;4036;306;500;118;960;96;510;3906;1023;672;129;2063;3984;248;1161;3584;840;2036;4087;420;472;133;816;544;2
1088;4091;3900;1248;47;2286;1912;1031;552;1060;268;231;1760;446;2062;3640;1539;4063;452;2580;388;328;984;1042;142;387;1151;184;1512;280;7;2300
456;840;1680;62;1052;528;1116;645;1532;287;3810;4024;2178;575;2024;484;1056;1542;991;292;1060;1534;2568;150;318;4079;672;894;903;130;600;33
160;52;455;392;2015;66;944;3556;446;962;4091;22;638;90;2113;25;766;220;505;511;1408;92;336;776;3078;1860;100;1848;2312;155;800;575
2558;704;996;382;1030;452;1148;2024;220;992;16;1584;98;28;1984;608;494;3712;1312;10;1320;1806;4036;17;2046;497;2104;495;1270;3584;1188;1031
2014;462;1279;7;2528;2088;2564;770;2272;54;133;1791;2031;1916;897;79;2111;388;2559;2336;1824;1096;2120;1680;152;640;1524;506;242;3838;832;1148
3071;93;3084;189;70;506;3999;1052;1764;994;143;170;1160;2080;4090;1824;5;408;1552;99;1320;270;2064;59;503;3;384;1928;624;772;528;15
992;1408;575;130;268;2062;146;265;2046;48;4031;1784;2448;286;1793;1272;2039;1032;387;1792;1544;532;2060;1538;10;88;85;4080;3872;4000;3552;162
2028;635;624;432;576;519;650;1056;223;1290;4024;1528;2108;558;2045;41;2034;121;195;3972;3964;2032;561;66;170;1796;636;253;542;1800;2320;594
3960;1300;1089;2178;384;3070;3855;1284;3976;292;800;1160;2300;1848;770;352;3120;3600;208;105;3838;8;2055;2000;148;991;769;632;3598;150;904;1054
2116;4089;2177;1160;1728;1890;1041;143;1344;635;372;3640;506;164;904;991;4087;129;392;3904;2308;3580;1284;452;37;444;450;482;2033;1153;868;232
35;888;576;3838;2288;1041;2080;894;2024;4065;396;2055;3592;3056;1150;1026;1920;3070;892;4087;1924;1856;2175;94;2580;1584;768;13;2520;514;2564;762
210;1122;2313;15;898;2065;4062;3088;4040;3168;992;984;2565;65;2046;1161;1793;316;959;3568;2110;720;121;304;4089;3844;330;1004;2160;2024;464;1096
352;1285;514;65;253;372;242;1976;832;124;8;3264;3824;639;1806;3070;1024;1290;31;153;152;186;360;22;104;16;2816;268;1912;118;28;2057
4032;455;2336;2116;762;1984;1888;1071;511;22;522;70;1632;246;420;93;479;11;37;76;378;1087;1042;1935;3838;242;3588;1280;1054;27;672;1524
2570;52;33;4078;268;42;1026;452;27;1278;4031;509;238;84;1912;704;2054;3068;432;2592;1018;1008;2055;1952;10;198;1980;1039;766;76;3070;102
1544;96;75;910;2550;228;121;259;962;2558;2015;3070;585;2055;2160;3583;3576;420;2020;325;222;1532;3844;520;1360;1764;3836;546;1041;1344;244;2065
1528;518;143;198;507;3591;1778;93;1512;125;6;3472;254;3960;1080;2304;1018;1922;387;2432;561;1984;286;2295;118;2550;1534;503;3832;58;832;502
306;1248;7;1924;261;3836;228;4034;2720;1806;568;145;3080;236;526;1512;1168;288;129;1560;318;276;772;944;3084;1055;511;48;2432;4016;2080;476
560;450;18;1036;2520;762;2555;4036;630;184;994;1054;1105;3900;241;1290;1793;577;145;1921;102;536;1539;31;158;4032;3856;464;482;3967;4086;526
116;612;3712;193;2066;3076;1968;3872;496;3840;3008;3836;1200;984;239;216;2084;3612;60;3078;3838;542;322;165;888;1799;228;200;382;577;1792;1806
1012;4095;16;3872;1058;95;3855;13;388;2432;1016;897;31;3068;575;449;1532;319;19;3066;3870;898;4084;224;2072;3841;217;444;1632;160;322;462
3072;2076;1054;3528;642;1041;2640;772;1033;1788;1890;3936;4081;2043;30;320;3078;4090;960;4062;3776;2036;240;1820;1092;496;3584;72;1026;507;1982;1285
76;2160;488;1034;255;225;3810;2210;3904;3960;2184;529;4024;140;990;188;116;2528;7;1520;1760;518;142;2240;3520;1;1036;1016;1535;105;104;2046
2555;114;159;910;1296;478;1032;110;3640;3984;152;372;3844;2480;2120;1148;1004;3836;592;2049;3264;1540;2054;1010;3967;1260;3060;3780;792;3096;63;368
1820;1530;1152;3520;2032;507;1539;110;1284;1054;1122;3966;2128;912;360;3568;382;250;2020;46;1312;1092;388;408;385;114;4028;249;1776;600;1528;216
1788;84;1540;1120;560;2032;3900;545;420;3842;4066;644;2240;450;78;704;2558;231;2193;1736;129;2047;193;1060;416;29;144;2114;1087;744;3583;880
2558;903;49;507;2144;193;3577;264;2172;1039;217;1905;4095;30;259;223;2562;524;576;292;94;271;47;3585;2576;249;1248;1791;636;192;40;3078
1282;3580;1036;993;1054;3972;2079;767;889;2303;959;3264;3808;3966;3906;2168;639;90;161;272;116;2560;568;518;1528;416;578;276;432;928;584;4091
2564;4031;1472;1488;4068;2210;98;5;322;780;112;2320;31;1534;153;318;4084;310;540;1006;42;3712;1760;1824;100;2108;452;1264;10;2053;6;3528
63;1224;993;1096;4048;73;253;494;892;2;2047;315;2944;1105;4062;1048;322;57;2688;142;236;1912;74;1568;3056;502;1038;13;162;3104;530;1044
104;500;816;2193;388;279;2816;105;1030;247;236;608;1010;340;1056;4088;2012;69;572;1144;160;191;1064;1021;252;1000;1019;2079;3168;1542;74;1072
1985;2080;2078;1088;465;1542;4040;767;1918;68;1156;1024;512;133;2039;958;2116;36;3066;268;1800;18;3328;51;441;300;1794;2640;2000;383;194;961
792;1000;1015;155;62;92;446;1072;448;340;1920;2313;29;495;132;193;1264;752;100;3472;630;3960;3520;2014;3838;720;1922;1154;97;51;3096;447
1080;124;4060;161;760;123;4066;608;2208;1921;1950;2046;3076;81;2480;2014;17;119;1272;868;158;2052;1524;1680;20;76;612;4032;296;304;270;31
472;508;945;1161;3952;3136;2300;292;930;105;478;503;2031;3074;1791;577;2128;1056;1080;1023;1039;1014;31;1154;3696;2014;2268;993;897;4024;4033;12
38;3780;1488;2160;4;545;594;2268;3078;3074;3904;4081;975;898;195;2058;1000;522;1188;80;196;2038;1792;2244;1800;223;1036;736;1089;492;3968;1935
1148;110;312;340;255;261;1150;1105;455;90;126;4028;1025;1064;1264;2088;1538;274;70;1116;263;1552;656;143;2047;198;1134;189;196;1153;945;578
544;522;1276;376;216;55;1039;231;325;384;2076;766;7;639;6;189;578;975;1904;1060;543;3584;736;1440;3360;1260;2565;1280;3528;72;3984;2176
408;516;962;144;764;3855;2176;3071;2193;1024;3841;2295;49;3;217;1150;1512;390;4082;17;1282;447;2012;284;33;2031;255;2600;3073;542;81;2120
380;520;944;840;304;300;5;3825;756;1924;3836;2038;1632;3;1041;518;2028;222;2168;146;315;400;2058;3841;4040;1568;153;1890;29;2;1320;2313
244;148;529;8;19;2880;88;41;255;1092;274;22;1279;548;984;2568;2008;1023;2400;68;1288;1282;1026;9;1052;3967;3585;119;736;3360;1736;1036
1010;2046;2272;1793;2176;768;1032;41;4016;113;912;223;3556;3999;3084;376;208;193;3960;765;382;118;1533;2055;1017;1160;1856;100;45;1151;988;133
4091;240;996;2046;2552;4062;1888;1280;600;37;1296;1535;320;2081;3969;3360;2038;2376;57;2944;2308;771;186;159;1936;4024;520;464;864;481;2063;3024
3080;903;1983;1150;1006;1161;129;2520;1160;1264;4076;44;315;3841;1408;462;3075;840;3810;2096;1004;4090;153;968;1021;4086;192;3073;1919;1760;2600;517
2295;1006;204;2016;924;1014;2624;2302;3056;1544;3120;1080;515;1184;3969;3066;2072;780;1785;3776;892;2232;284;81;895;648;2193;3872;3984;4078;2031;1776
210;1092;3839;585;762;1504;2051;2556;1984;1848;3520;15;1072;123;4095;191;1992;2049;330;290;774;4089;1568;4066;2177;383;2068;505;4000;2976;382;500
62;3069;897;2112;2320;488;568;478;60;61;3328;1017;3968;3586;400;2044;34;1000;276;318;131;492;4016;630;368;241;528;792;3168;736;300;135
253;22;4016;1152;524;2496;648;1524;1156;1912;52;816;162;1170;1019;892;4040;1282;96;1116;264;145;121;993;111;1143;4076;2550;1530;4081;239;2555
2565;2042;1281;964;4034;1152;968;4063;11;1922;0;3576;1890;315;1039;1784;2564;1092;1264;1785;340;131;2432;2496;2688;3824;449;274;2448;4086;2072;4056
67;1120;3598;330;956;386;3072;585;238;3568;2032;515;3472;92;387;3088;380;577;5;2057;210;434;244;464;1148;2054;59;51;276;23;1048;3576
59;3076;1985;98;2057;3075;208;2570;3048;2051;2048;2114;2041;3556;310;560;3583;528;984;3780;330;95;3969;2175;656;240;352;4072;3591;3844;2303;408
1038;2176;1472;194;449;1950;2046;168;1014;898;4062;3600;39;1004;3577;3084;2000;508;1033;2145;119;123;1532;462;336;20;888;680;1036;263;3;6
