990;122;1538;3066;513;1122;3937;1154;254;1144;124;680;1021;897;511;1976;18;4031;880;1796;1540;2720;3583;2528;2;1784;868;924;3072;2555;2116;2046;1856;1009;1031;79;4086;2052;1143;2624;272;3068;1952;639;991;521;2570;3570;600;1935;4;10;1584;2313;3008;3075;2286;1240;527;4095;888;2014;188;1018
2340;376;1036;158;4028;2320;2313;639;2113;2816;504;1276;518;612;1408;2128;2084;273;2048;441;16;2568;4031;70;247;256;770;630;3855;153;4081;144;964;1279;1105;3600;529;544;1536;119;1064;3104;2047;1096;66;328;1152;408;196;1018;510;2640;266;290;1584;145;567;2944;3598;514;22;92;1285;1952
2104;1988;632;381;3966;3976;3056;3968;514;478;1004;888;3066;3967;536;4063;1022;503;85;2193;184;3904;993;2062;959;1320;928;774;2313;122;484;960;516;2286;48;2240;372;1015;1992;816;3964;3984;522;2054;2045;1240;994;416;240;4060;4087;3810;1275;2120;137;2559;2176;392;304;452;165;1440;498;2400
65;2066;2559;840;3967;2600;2175;594;4078;1856;1184;484;67;882;85;1170;315;340;2033;1023;37;49;1788;994;104;306;13;2078;2320;1976;2640;1064;993;168;996;1224;2180;478;255;27;164;488;3591;3712;3120;2322;2114;505;3585;2302;3056;645;1296;780;1905;880;624;2336;1472;261;1278;2040;1240;1916
222;287;1260;195;2240;645;1524;897;1984;3556;3588;3585;1275;1824;2552;3984;2312;892;384;1536;388;2480;608;3075;4079;1950;536;1010;2064;2076;336;113;3648;2560;35;244;4024;2564;1031;102;1018;255;40;196;4033;322;3598;960;2062;8;506;1278;2080;624;2068;3570;1924;186;3842;3456;2244;143;2568;2145
3556;1538;296;59;120;446;2;1560;552;240;900;2600;3048;984;3073;4064;76;529;271;3040;52;912;129;2034;3577;3872;3810;11;118;4086;297;736;1537;381;1024;188;1272;2042;502;2064;1096;64;494;1184;4091;585;3580;23;73;2308;1632;247;578;2043;924;1057;465;1528;444;1152;2208;1524;4082;478
1033;3582;540;1054;2480;1188;766;114;67;1007;14;2084;249;1533;1928;1027;3056;3904;1600;96;514;26;464;45;574;1036;503;3591;896;1664;1360;155;2976;765;1920;444;880;704;762;4030;1019;2600;494;641;50;73;416;250;976;522;450;81;3070;290;159;1080;3856;529;4028;2113;41;3839;1144;1680
769;1279;1935;519;1537;1016;3328;48;1284;4078;2640;2042;1793;1092;99;642;41;287;1120;903;2034;2055;3648;3810;3967;192;1168;280;126;1536;510;3580;1161;2562;2340;2041;513;4030;376;2064;2012;2062;297;3780;252;3088;122;1568;528;306;532;156;868;380;45;624;2193;102;312;93;340;162;2054;2177
1144;322;2028;2244;575;864;190;774;68;390;99;37;1512;1152;1029;3071;2528;2193;482;153;100;236;2054;268;113;889;1793;2018;1151;129;960;464;3576;756;2322;274;381;1806;25;2104;992;2192;1033;136;630;3060;40;1488;448;118;1022;148;2558;527;2232;50;988;640;770;217;155;1170;21;2544
104;1919;288;1104;2018;2288;510;381;2550;3870;1156;392;524;102;1534;561;238;1071;148;250;1537;840;3776;2057;2286;1792;144;1824;50;1916;69;434;143;1793;28;4086;1032;441;247;2240;3069;1148;1920;3839;3838;2568;904;784;1122;1778;1600;321;1039;420;1936;1052;26;2000;10;1296;641;2145;3552;1512
328;143;2178;121;1017;440;4087;2448;75;3984;49;1022;292;3720;464;456;321;2336;2580;2144;4066;1924;2034;258;2400;2065;4028;4062;3842;93;432;2018;545;452;1284;250;1032;4072;3976;2880;217;1020;2174;352;1760;752;800;510;1060;517;639;1919;481;528;58;1540;2064;511;1788;3068;958;2192;2168;462
383;3584;448;2000;2570;1004;121;72;1918;771;4056;144;1055;3720;194;1087;1539;1282;3074;222;976;3568;1270;2082;432;2400;3999;392;1664;2128;1041;2145;2177;1535;253;958;1042;142;260;2544;1096;2520;42;960;736;447;984;3598;279;65;636;479;1538;840;2559;168;2060;264;543;1820;6;80;1540;770
1031;140;2480;3592;1275;1152;376;3696;800;1279;2008;993;996;465;4000;13;1072;644;2111;975;752;3612;898;1007;3069;284;2058;2116;168;4089;1;155;1276;988;3056;408;3972;2034;160;1986;3071;2432;1542;1052;1224;1918;3591;261;1360;1980;1030;2120;1524;479;1320;2322;248;1533;322;558;3952;2174;1134;2036
85;2561;3855;3568;2312;224;992;1018;2210;1533;382;3068;1799;962;3071;144;495;2012;897;4;44;3832;124;3872;1760;249;1788;1044;2056;1260;312;945;542;880;630;1542;1512;840;164;1520;3976;632;3570;776;60;1022;958;612;3070;1285;3264;135;1936;832;290;155;1532;131;3780;392;930;4088;444;4034
3568;770;420;270;1170;3580;2063;1778;1288;400;1031;660;1090;780;30;24;390;816;1058;882;74;455;246;3584;352;1;16;2055;1918;4091;2480;3648;3838;3696;543;1056;2110;129;3070;769;114;189;2640;680;840;3825;2550;1154;2432;4016;69;4032;4064;903;1030;137;244;1760;568;55;1160;2057;13;1728
3328;1776;776;2039;2624;1087;3528;635;1806;3612;768;455;1778;484;251;23;2000;4084;159;1022;744;962;3200;74;72;3825;2031;1890;984;2016;4048;764;1036;254;408;246;134;129;1012;1928;39;3472;3848;2159;1533;8;71;1026;226;78;1041;328;21;1924;98;2528;2302;195;536;3824;420;636;2312;190
3070;217;518;81;2312;774;3577;105;1161;1539;2562;1224;288;765;1134;528;2232;3076;292;2015;130;2193;62;952;368;2012;3904;2564;945;575;4024;1920;0;44;1784;111;121;2066;1034;1087;1;4032;4080;2040;270;542;1041;2880;3472;584;1520;1936;3832;3712;1088;4030;1248;88;279;2520;66;3592;315;1791
247;1092;3984;1160;2012;2556;452;225;503;2044;774;168;1290;384;270;784;3841;304;892;52;1153;2304;2104;92;506;3848;1806;511;800;3586;2043;768;2176;542;152;1542;1089;962;210;1044;1144;1950;1279;2520;2555;98;3967;2720;145;47;762;2000;1;898;513;765;968;22;2432;16;760;2111;530;1084
1544;1018;1806;1860;2031;3200;292;1548;96;4066;189;2052;1284;514;1012;1060;1788;1036;2110;479;928;1200;478;632;1540;638;78;497;15;513;4093;2045;1912;247;3600;1764;304;35;2057;240;102;330;1808;19;232;515;3838;2;1936;2528;1281;16;959;1300;744;170;3810;3078;38;630;392;138;505;3937
1136;104;1275;290;4031;1058;2065;572;1535;2368;1156;1016;416;1272;3904;28;2028;4072;632;2096;642;1904;168;2448;1007;2562;250;14;231;162;2088;1953;928;3060;156;0;40;993;1344;188;1089;522;68;1988;263;464;39;944;1278;180;1532;2111;484;4016;262;540;452;242;50;92;3612;1922;482;2049
9;2312;296;59;1282;1918;4056;1584;2175;3580;4032;3592;3808;260;4048;1105;961;3844;1054;57;544;484;3084;2184;1985;1026;2104;4068;3456;3586;52;992;880;289;492;479;2116;594;1264;217;3078;767;381;3964;387;1983;1776;241;832;2014;73;984;4076;2144;3648;960;520;1794;1055;2055;513;94;125;408
1090;1288;3780;1248;4028;3456;2112;3073;1920;1916;3588;4095;2104;2300;129;66;244;767;386;3008;1560;162;1488;2108;1538;3720;4080;3582;3592;135;1796;1153;258;21;80;1033;74;1504;518;892;1312;25;503;3071;449;4086;543;2096;2176;204;143;2049;2084;1980;224;1793;1058;1260;380;19;3068;760;542;472
771;444;29;1000;660;190;3936;2976;455;1988;4080;440;976;150;330;3584;1033;1152;3776;3084;521;530;2142;97;1982;1921;279;114;336;4028;1904;1312;2033;2040;560;247;3096;816;63;57;82;990;1778;3040;273;3200;231;2065;1010;383;160;2576;3841;3073;4034;1156;3074;2174;200;2120;46;88;512;3048
158;190;1160;54;1240;532;1016;592;1161;3586;1848;217;1520;2540;194;1014;2018;315;62;200;736;31;2043;128;186;23;1022;4036;642;632;312;3780;2312;1538;2976;56;27;3096;1151;61;1104;3906;1039;2020;378;184;2044;136;170;544;2561;76;3075;1552;560;38;432;3824;530;3984;242;2550;1021;3472
584;2043;502;975;1664;592;3070;133;1096;4064;9;2058;194;1030;1776;122;3952;257;2015;2368;3586;990;1027;4056;105;217;29;2114;140;546;4034;672;3720;3600;37;840;31;41;1860;2060;2032;4030;2496;1792;1488;1888;94;1010;1986;2034;372;1584;17;2052;386;108;3104;3612;3970;60;1280;3060;498;3168
30;892;792;3073;636;279;3598;1888;224;930;4063;2816;2034;47;2033;153;2528;1904;526;3456;1540;160;4079;1788;255;524;900;76;1150;186;1992;176;28;2142;2050;3069;3970;1537;462;1542;300;2017;340;1272;546;1031;4087;195;960;40;21;39;572;1052;904;2308;898;3588;2174;3776;381;260;2600;2272
2160;1288;134;3904;3078;316;2024;22;1161;4088;264;3584;2128;35;2120;146;319;265;2544;1020;441;952;41;496;1152;324;3937;2030;261;191;118;3264;1019;585;904;680;450;67;96;1022;3570;512;1058;3048;2051;1860;1014;164;30;1537;1512;1980;2055;80;656;503;2288;2040;24;832;1270;47;516;514
249;620;190;4028;2050;1921;2556;97;4;1021;2031;191;127;1090;3600;894;2079;1034;264;2055;120;144;2065;322;176;2880;527;1143;408;1992;29;1288;260;2111;118;3586;276;352;1520;780;3825;3969;900;1088;2120;506;509;92;964;241;112;208;3808;122;4080;1568;60;1084;12;1278;2028;1184;74;1890
482;4064;3844;640;82;2559;321;4;26;148;959;1536;84;3136;1161;320;3999;64;125;3937;1778;286;4082;3360;1016;4091;568;2043;958;635;265;894;124;118;408;330;3696;2048;3040;1279;2016;8;1096;642;55;400;4090;1012;75;594;2058;450;1796;484;2052;3984;1472;1791;231;2175;545;638;385;1524
784;420;441;1248;4034;1056;1890;2145;2114;42;635;897;656;111;1260;2544;488;1790;532;1916;2558;416;1888;506;542;704;1504;2012;3984;1918;3582;3952;73;994;1952;1919;766;118;200;153;3966;2192;2060;1968;1953;1161;3840;160;744;1728;3570;1027;2;484;81;290;482;60;188;2816;2177;2142;600;119
380;2096;3832;1055;1935;384;4080;134;4088;321;1034;257;2520;268;120;143;984;1824;450;1736;1890;494;1087;165;3906;522;1152;440;1160;1148;544;59;2014;32;92;816;24;22;244;996;3600;288;484;2068;904;2944;270;765;2592;260;1791;988;231;2160;958;1278;264;254;1004;2552;1919;2053;273;2232
984;176;2306;2052;1806;271;1275;17;450;4060;2145;4068;96;4062;1016;510;280;2302;1936;23;2018;2050;1916;2555;660;85;3568;3008;2976;2244;1284;216;138;656;256;2160;1248;40;4028;1032;574;3968;274;52;3576;1632;2286;372;903;2110;3136;3088;1312;2048;1055;2015;2210;272;232;1000;503;1344;1524;896
1025;1793;988;1279;1089;2286;132;612;386;1472;2816;31;2544;496;1000;3832;385;111;194;252;704;1968;575;296;964;100;4065;1029;180;1300;1153;3069;519;387;3970;2180;98;770;223;2017;420;64;3840;2208;568;297;3576;720;276;506;3264;1054;1890;1680;560;210;1728;3570;2295;432;3612;1272;772;324
1912;768;503;1600;286;3570;198;1504;2565;319;1278;1796;257;680;3999;1530;482;4030;3720;513;2144;1027;1032;224;2036;3808;4089;2180;2096;1778;4056;594;450;3328;44;69;3520;176;770;96;447;2043;1790;880;5;162;1848;1664;2336;3582;584;3120;64;159;2568;4088;1026;2268;10;1024;2078;476;3848;152
3073;104;248;3592;150;4086;127;1010;297;959;259;2058;576;85;2055;509;1992;290;1935;400;3648;45;262;2049;944;984;975;224;94;515;772;444;225;612;34;292;770;479;3904;1072;368;3584;776;2112;1224;2570;1278;6;1760;3120;1904;0;800;3078;133;3588;2302;382;1028;2052;1009;3008;110;1512
1552;3720;1042;287;131;720;672;561;3075;2322;2065;507;360;3264;2036;48;3120;3999;100;3906;1021;1808;3964;3168;2272;315;40;1072;636;328;3568;2044;3855;1151;4079;316;530;771;39;3840;289;903;784;3838;38;1056;1240;956;26;3810;3984;226;2568;1022;135;3060;482;34;0;1092;958;1728;544;244
20;118;704;133;4092;1632;93;526;3968;131;2088;255;1953;1584;1248;384;165;2208;1022;1790;128;1029;4062;2014;2145;1922;975;897;21;194;1004;12;2528;3906;1096;2040;4033;98;3616;992;904;72;3583;752;2062;1032;756;1027;2048;62;1905;1664;3080;386;1160;3104;506;3967;289;630;3577;2192;1736;4024
1087;895;319;30;216;505;645;124;48;644;548;200;26;80;1632;2057;432;159;380;3586;239;507;762;24;3064;98;3964;984;1988;252;2142;1154;19;3136;96;440;765;2113;92;897;4091;1793;1284;656;1116;4;1028;2552;127;638;898;3838;1920;1038;3068;3936;2336;1009;511;14;441;1042;2560;3976
12;1544;2576;1200;560;3076;7;2064;279;3071;1014;2232;1288;488;3120;500;160;263;548;390;2160;290;1041;138;123;772;1600;575;2600;113;441;378;2112;1092;82;993;760;360;449;996;37;3048;2159;545;381;1918;57;4040;1006;140;1785;510;252;1968;93;1764;1530;3824;2210;2048;4088;3967;600;4093
4087;1144;190;3104;73;928;645;2496;1788;488;286;231;1020;46;2558;4048;146;82;39;992;240;49;1440;1552;2017;2081;263;2556;3841;1032;189;3069;256;242;4040;100;4080;319;638;507;114;1039;2288;259;222;3096;924;3056;480;1540;2082;2302;2303;3900;1275;150;3832;2340;1760;505;1017;630;224;766
73;660;3712;567;2082;1020;577;122;1044;1860;3598;2496;434;2039;2014;3848;3583;1156;3084;760;3855;1664;1148;1184;1800;380;100;2320;124;1904;3577;767;15;784;36;993;146;128;1790;66;104;1012;114;2180;880;1535;889;2720;290;3648;1264;3576;236;382;24;3080;624;261;672;1542;2368;3900;1096;635
1924;102;465;1056;548;240;441;162;704;1272;1290;956;1040;272;289;4090;1788;4080;416;1150;600;896;3120;776;318;1092;1216;514;1980;1736;54;184;152;502;516;1160;1041;1560;1000;306;2552;1134;13;889;3580;1;3088;1793;2376;2033;3024;760;1036;59;2066;381;2175;368;170;1922;3520;3808;1986;1054
0;3576;639;15;3076;2244;1153;1968;3040;560;514;2080;38;3060;2055;4;1888;223;526;3872;1799;2024;580;3900;1534;2184;1800;1504;1040;574;2565;400;385;274;440;225;508;36;1532;2303;76;3328;546;9;4048;448;315;272;2018;3584;1552;3136;62;1793;384;1796;1537;82;3556;322;33;2550;4065;568
3870;1504;1918;94;3528;381;1034;1736;2142;256;3585;316;508;620;4032;3904;20;4066;868;4056;2268;952;3855;3582;216;1027;1799;1052;4093;488;1680;3841;2295;119;645;1320;4;1534;22;1360;2300;3976;124;113;3069;446;1728;1044;2160;889;18;2208;81;3840;50;3906;196;2082;2322;2000;644;33;4040;2044
241;764;19;23;94;226;80;600;1153;121;2053;12;13;1029;286;680;316;494;372;2108;193;760;958;1952;624;536;2550;4063;912;2172;2336;10;3104;59;40;3360;135;2012;186;2145;1912;1983;1033;2050;1058;388;3568;4040;1120;2044;894;328;1025;540;2268;390;776;150;155;271;78;71;16;2175
2300;2000;1036;462;260;912;74;1161;452;1916;3906;3088;1248;1984;760;30;3136;3068;2174;3075;3576;840;527;12;50;2556;271;2045;1544;4081;3585;23;310;1088;324;3328;1134;768;1016;1143;250;632;449;17;1031;1888;959;4033;2600;1151;3583;2288;1300;1017;135;3069;519;123;903;360;239;792;446;480
1071;2496;3640;1794;1080;1544;274;192;1048;1038;2286;4056;1680;276;386;2020;1968;497;1014;312;385;760;542;1534;118;509;2559;271;2012;3585;4;2039;2300;1924;988;104;2304;2034;55;152;476;62;864;78;432;762;4089;372;1504;2084;924;35;288;340;994;584;189;3872;162;472;289;2047;2145;481
160;1021;2042;1122;904;2050;1038;897;388;98;580;231;1952;1888;2;1000;592;384;266;2432;137;3360;63;194;16;58;66;1105;1092;524;3582;1030;2568;1004;3648;1680;2560;3842;542;3592;220;2308;792;516;170;4092;1034;560;3200;248;119;2018;2014;520;3900;2555;168;383;4040;1016;4086;968;1184;465
1408;2286;720;2320;1018;22;2168;506;4030;119;892;2592;289;164;2062;1680;2308;2600;3328;1056;880;3076;2544;1040;641;495;1089;1008;577;1985;1920;4040;312;2268;580;198;3040;296;204;1806;11;236;1728;3906;340;2057;1300;1090;260;3616;3064;530;988;136;1488;2112;25;517;258;1122;2052;290;1014;1161
3824;567;2068;161;279;36;312;45;2558;993;2014;2400;1976;2624;2144;1952;990;2080;1029;1224;54;378;3969;1092;576;752;1056;517;304;238;1275;3598;225;266;1064;1968;2175;2078;2300;113;119;770;3200;2108;2018;3936;2114;1276;2104;3064;465;455;40;27;114;532;1168;4064;255;28;639;249;2296;1012
1009;165;479;1890;3069;61;1;14;3048;2322;328;2561;1800;1542;392;1104;296;76;2043;113;1778;784;3104;254;2112;18;4080;110;1144;450;2193;1150;2308;513;764;434;3839;4084;1020;1983;3776;632;98;4016;3900;21;529;1808;1015;2038;1921;59;4000;478;1042;148;910;2096;382;4091;396;216;253;2272
1800;198;769;864;270;4086;464;1008;1282;253;1760;518;945;4000;189;1056;988;1152;170;1151;216;1285;3968;99;161;15;384;450;1536;2295;2024;432;1632;1031;1014;3964;2192;222;142;1036;488;46;261;290;521;64;10;1084;540;380;312;1320;231;1992;57;3075;2268;1788;1028;1919;5;3840;2033;69
127;195;3964;672;324;385;244;756;1760;2193;99;336;1023;160;200;3839;2174;113;600;991;2300;192;2034;1288;28;2041;894;2540;1528;2880;1793;4093;1087;35;585;1440;27;108;3328;42;123;1533;3598;3972;3968;61;1004;1248;273;1856;2079;322;495;904;190;29;774;2232;340;1539;286;2072;13;1680
1288;527;444;992;246;3591;2076;2048;1072;482;1796;3556;1010;1539;2050;4066;1548;660;577;903;1533;3972;60;964;1600;340;4031;1281;306;2177;36;2368;2556;502;1888;1980;4080;1540;2046;452;1029;650;236;519;2015;61;944;65;4086;4093;1041;2178;1026;3072;263;513;1312;771;2144;129;93;776;276;1052
594;162;478;648;2976;635;1281;288;2180;4033;548;2160;1312;720;3720;2128;3870;1134;276;2565;122;440;386;110;3136;1794;644;196;1161;274;160;2336;484;1014;3080;1279;2580;3810;4040;210;2017;592;2640;840;1983;1736;3264;630;143;2045;1984;546;639;5;1953;2210;2320;4016;4064;792;133;515;306;492
1017;704;111;198;36;2308;452;372;228;3976;160;1150;108;492;1584;27;138;561;1600;1240;546;1168;1848;2031;3824;14;518;3068;509;3586;296;464;330;1793;4078;225;1152;503;1533;1568;61;928;4056;2296;772;2688;580;48;380;383;262;2114;159;304;994;2540;816;2559;271;4094;2192;882;388;945
510;2036;204;1104;94;1116;3583;440;584;2568;2055;2816;4033;2045;576;324;1216;226;1040;4028;3872;1312;168;2286;1976;2880;2104;2078;770;17;104;930;121;304;288;958;2193;126;988;2288;3900;864;31;1984;991;1542;276;448;992;33;574;756;100;1528;3870;66;90;888;296;1520;680;4066;2015;765
3074;13;432;23;2558;113;1778;3825;1034;1044;774;96;3096;42;100;958;4087;384;4091;1039;952;2496;518;127;1552;2046;3556;704;4080;984;2114;2064;2528;3073;1007;1042;2015;3648;88;137;325;1808;1950;3844;520;528;259;4068;2313;184;444;1568;516;816;256;945;3616;1284;2208;2640;54;1008;3936;1918
38;160;2144;188;1004;4094;3696;1796;121;44;105;1248;3456;386;3964;1151;2039;1;30;1056;3588;780;2036;116;492;3836;2300;132;4093;33;382;330;3984;1044;1052;530;1041;512;1071;768;1042;1275;310;88;1912;4095;81;816;1488;1280;4036;2192;1015;1200;642;964;496;543;1143;472;170;3075;8;1136
