249;548;62;898;325;388;68;964
704;47;198;310;508;624;660;514
994;600;9;300;129;70;880;420
1006;239;380;513;545;44;208;14
528;253;22;612;488;608;968;137
500;191;176;193;296;975;312;119
116;59;560;140;63;540;110;79
990;41;444;704;58;25;3;61
184;892;476;251;584;99;517;5
400;952;903;287;70;509;132;440
956;49;992;152;387;772;123;766
968;22;111;768;57;32;864;156
452;162;73;340;239;249;644;272
159;612;510;632;261;984;532;263
288;61;232;1004;153;514;68;380
108;224;984;519;255;632;280;968
105;642;61;455;312;1015;236;481
75;40;577;253;956;131;50;127
145;315;575;620;484;257;481;642
352;962;279;259;961;816;81;268
572;518;144;767;61;253;480;492
744;630;21;114;769;64;264;516
644;408;310;1022;176;784;904;1019
57;270;0;575;432;37;546;262
766;223;1014;372;94;644;1017;660
16;68;479;122;58;480;97;228
257;158;6;472;134;897;465;632
1010;257;16;279;630;945;148;241
478;64;816;66;383;304;259;1023
8;1008;92;190;476;552;336;400
897;1023;32;216;930;37;248;292
164;784;420;113;192;170;600;720
190;372;38;256;155;766;500;446
56;386;536;75;16;78;90;336
61;524;578;324;145;507;446;488
168;150;158;840;92;64;1020;198
990;1000;324;34;258;320;168;962
1018;270;255;900;324;924;27;328
257;575;287;23;67;22;352;300
144;991;648;67;220;159;360;116
123;656;567;246;578;55;85;383
40;584;868;511;59;31;832;472
223;441;632;383;641;186;1;94
255;1012;250;55;517;864;82;196
59;1006;642;976;57;1017;944;208
1020;996;360;168;515;125;26;744
450;968;266;504;57;288;774;882
30;210;990;656;994;456;74;506
500;420;124;61;255;279;131;186
900;14;572;33;478;255;959;642
69;100;35;1004;31;1;408;894
524;116;126;59;208;930;6;511
79;130;517;636;612;756;765;270
642;575;962;529;0;378;81;122
630;253;292;112;510;536;383;133
450;3;465;488;635;251;449;578
575;1009;526;279;552;517;162;189
532;138;680;6;164;262;61;517
74;945;455;958;1015;150;296;61
574;585;771;1020;648;129;168;1015
225;59;1021;465;46;892;771;958
612;840;832;536;39;92;42;99
131;545;482;776;498;472;253;98
8;472;144;650;118;434;96;387
252;296;515;125;961;994;122;48
98;572;322;200;704;37;888;241
39;776;297;59;41;592;378;34
228;498;46;216;31;1014;514;71
159;762;0;312;567;378;266;239
232;762;137;704;767;310;142;13
238;513;190;478;253;450;136;680
194;532;92;519;10;988;144;289
956;217;387;1018;472;265;503;143
52;198;502;660;352;575;476;400
574;15;98;548;495;148;840;832
28;260;800;575;380;239;152;383
14;70;510;55;3;612;31;894
72;720;456;289;766;638;13;224
72;704;638;156;536;30;903;480
770;96;769;47;984;560;121;152
903;110;770;519;222;319;396;4
944;247;161;257;388;762;1004;464
127;24;204;36;242;164;992;25
257;10;5;1000;576;518;44;249
35;764;67;420;9;180;1000;155
519;1019;930;25;479;193;991;1023
52;472;990;48;85;56;448;1017
543;39;889;322;585;900;560;522
576;5;12;996;776;897;336;900
514;78;895;315;440;352;44;60
650;23;251;548;903;897;386;316
910;441;540;519;816;253;94;127
381;252;383;156;321;264;507;976
114;396;150;200;153;84;184;170
464;832;888;127;952;800;656;900
20;897;328;964;522;416;576;624
119;988;756;265;111;990;189;204
158;58;304;265;120;241;479;441
1017;765;452;792;360;496;386;548
776;252;75;120;340;88;60;594
