45;18;9;6;28;8;17;59;37;40;19;44;21;16;0;27
59;21;55;13;24;31;29;35;30;27;20;56;63;26;17;37
36;13;9;4;50;29;59;54;61;17;31;14;63;38;18;3
57;1;9;36;13;48;27;58;29;12;54;6;15;38;51;3
47;0;18;44;49;20;50;52;31;12;56;58;9;6;10;59
3;46;63;51;4;49;57;31;50;14;59;2;44;54;37;22
46;21;5;52;3;1;54;62;19;4;48;56;59;30;33;32
55;36;59;41;0;4;15;10;35;19;54;11;13;52;27;20
9;38;39;42;52;25;41;12;27;55;15;3;46;63;32;5
12;6;44;63;8;58;10;3;62;0;28;14;11;59;39;38
45;54;6;8;37;5;11;39;34;2;24;41;48;49;21;60
29;9;28;41;45;8;15;44;10;42;59;48;24;40;30;23
55;1;31;36;57;10;23;25;44;52;8;35;12;24;33;14
45;34;54;25;7;26;59;39;37;19;30;57;61;8;56;27
37;46;54;20;33;51;17;55;11;13;29;42;45;16;27;47
16;9;59;56;39;62;10;21;33;19;18;44;45;32;12;63
39;24;44;52;5;63;0;54;58;30;36;22;34;61;41;37
12;0;34;21;45;27;60;8;13;7;41;37;42;16;47;26
30;26;23;25;62;10;21;40;15;51;13;17;0;59;19;52
31;34;17;19;7;16;35;37;59;5;57;2;28;1;45;6
56;34;17;9;42;28;11;2;36;3;27;61;4;50;24;33
0;60;38;13;49;21;57;55;16;18;32;42;48;35;4;6
55;16;12;60;30;13;21;54;44;38;22;15;35;33;57;45
11;4;39;23;32;1;27;0;49;10;36;31;6;41;28;25
29;9;30;59;23;18;62;25;10;2;45;38;50;4;56;48
6;50;31;54;19;36;38;39;3;46;10;44;63;27;28;48
44;2;30;14;15;1;27;3;56;51;16;61;36;25;32;8
3;10;59;33;0;40;55;34;38;5;19;47;13;24;57;32
18;60;1;50;36;57;17;29;22;24;31;21;39;41;20;37
50;45;18;12;49;55;31;30;5;63;25;29;57;21;48;54
42;38;26;50;11;30;2;5;33;25;35;17;6;59;16;48
60;24;31;63;47;58;55;11;21;2;27;57;26;18;34;8
1;4;11;3;14;32;5;8;58;48;39;33;41;28;24;9
40;22;51;42;61;26;31;7;12;54;55;11;13;25;39;16
42;60;47;30;27;58;39;1;40;52;54;37;13;56;32;5
38;45;48;2;41;11;54;34;49;58;25;13;12;52;44;50
14;13;40;26;50;52;0;31;36;41;32;29;22;39;44;58
59;21;36;30;1;25;48;45;47;60;34;32;24;49;37;10
3;13;16;56;28;1;55;2;58;48;19;63;46;37;39;33
56;58;19;34;21;49;46;15;48;35;31;54;18;60;42;45
8;55;52;4;22;16;51;12;15;34;1;48;45;17;19;56
13;56;59;46;27;18;48;58;2;49;38;32;60;7;44;39
25;34;47;49;21;58;46;52;50;6;55;14;15;33;11;20
25;14;32;24;27;19;34;50;26;41;7;6;5;46;51;44
6;52;21;62;1;27;9;56;25;39;24;8;19;29;4;34
55;9;28;51;52;26;0;7;11;23;20;54;37;38;61;18
4;3;59;37;1;25;31;7;10;57;15;14;0;16;50;11
6;17;12;62;54;5;63;16;32;10;8;4;38;48;34;2
58;41;14;1;2;63;21;33;6;30;10;54;19;22;7;25
40;17;55;62;34;22;57;45;54;9;52;33;41;46;20;37
17;24;6;19;18;21;7;46;32;22;15;44;49;3;60;5
51;40;24;41;16;14;52;46;36;56;0;20;8;10;4;32
5;54;40;20;26;39;55;22;44;58;17;7;61;63;59;41
38;1;41;45;47;58;14;46;26;48;2;17;50;27;35;7
60;57;50;51;36;15;5;20;0;63;9;33;46;1;59;38
26;50;22;42;14;37;6;18;34;13;33;15;45;38;49;5
24;55;46;60;63;59;50;57;9;21;17;16;41;34;3;8
9;35;41;0;12;50;17;46;21;60;23;62;39;7;42;63
42;13;9;39;32;38;8;12;56;34;63;10;21;2;5;22
15;44;2;25;13;31;28;16;23;47;57;27;19;24;63;55
28;14;58;0;10;32;41;29;8;23;45;52;17;18;7;62
24;4;28;36;50;38;3;5;17;33;10;15;59;12;54;25
52;23;27;45;48;12;9;10;19;24;16;37;60;4;22;2
52;44;2;40;34;48;19;13;49;23;14;59;5;4;31;28
57;18;20;61;7;42;47;38;12;46;17;58;29;23;45;33
50;23;7;34;3;56;8;63;4;15;12;20;54;49;9;60
60;44;63;46;24;40;41;58;10;37;59;14;8;12;42;15
34;36;1;55;10;19;33;39;63;50;31;9;29;56;0;27
54;26;60;46;30;44;48;9;62;5;24;29;55;50;45;63
1;5;37;2;51;63;39;12;8;14;17;28;58;22;3;13
63;30;50;38;18;17;9;11;58;52;44;3;14;15;22;10
48;21;38;6;49;31;25;17;54;61;60;36;44;29;39;37
54;9;57;40;8;30;58;1;19;26;31;15;17;45;46;0
25;51;49;24;26;47;22;61;55;60;56;63;41;54;39;11
0;23;17;11;60;47;48;16;32;50;41;38;14;34;37;58
60;54;24;59;35;27;40;33;34;10;52;46;49;4;9;56
32;33;29;15;41;20;30;2;0;51;27;57;34;24;45;11
33;61;28;56;25;29;58;40;23;45;8;5;0;52;63;14
33;5;47;16;20;55;12;17;56;9;44;22;58;11;42;59
62;37;26;12;63;27;28;25;14;50;40;58;61;3;59;34
6;60;46;33;40;37;42;24;21;32;31;13;47;58;44;30
14;31;15;61;4;7;55;63;5;0;42;60;52;11;29;21
24;11;39;5;6;32;33;30;50;54;3;1;25;8;12;52
5;62;30;1;7;42;45;0;33;50;52;61;55;54;57;16
42;62;59;1;38;51;14;15;17;9;20;8;0;5;26;27
62;55;44;42;26;58;22;61;47;1;39;9;5;25;10;54
23;47;2;17;33;10;20;18;63;24;56;9;22;42;61;5
5;17;22;32;16;36;10;59;46;20;9;11;19;8;61;13
11;7;54;62;23;15;1;8;61;46;19;41;36;42;57;27
23;19;54;11;4;63;58;3;29;8;12;9;62;44;22;10
49;30;48;20;56;19;33;8;11;15;55;17;38;18;59;1
51;61;46;19;63;31;57;59;1;26;7;22;25;28;32;37
61;16;54;12;37;15;62;48;6;8;34;60;13;51;19;24
51;63;8;59;42;10;37;20;14;49;57;23;54;50;19;32
37;35;11;9;6;41;50;52;24;20;39;56;0;34;22;51
28;19;4;55;12;52;34;56;15;16;44;25;13;9;54;0
45;29;34;9;52;28;22;49;5;46;4;58;32;24;62;47
28;55;50;26;19;18;3;35;14;24;60;41;39;42;6;17
33;55;49;60;7;5;40;34;32;0;4;11;63;61;57;13
16;22;35;63;40;24;39;1;47;56;55;4;9;44;27;59
