21;17;27;2;13;5;24;10
31;17;13;16;9;0;28;30
19;14;31;3;15;0;26;16
17;27;28;2;10;5;14;21
0;15;9;11;2;27;6;28
10;4;13;15;1;25;7;8
4;13;23;2;21;9;16;25
20;22;18;12;27;28;29;23
3;30;21;18;10;7;13;29
30;29;7;22;14;3;31;2
5;31;1;29;15;26;30;18
7;29;14;3;13;17;11;24
24;7;6;18;21;16;10;8
4;5;11;25;7;14;15;31
11;0;7;23;27;25;8;22
7;0;25;9;30;13;14;10
23;17;27;28;15;24;14;9
16;17;29;22;9;1;8;26
1;16;27;3;31;17;0;24
24;29;11;19;16;18;6;1
7;15;16;30;12;26;14;10
1;9;4;3;18;16;27;10
2;22;7;6;28;5;20;13
10;14;1;11;6;27;19;18
21;27;31;18;29;19;1;20
30;3;9;1;14;26;8;31
19;27;22;18;1;30;23;8
11;6;27;3;13;0;23;31
25;10;16;18;14;29;9;30
24;25;29;21;31;11;0;15
28;17;2;16;9;10;5;25
20;23;28;16;22;17;2;1
14;19;15;7;17;3;9;4
18;5;4;29;23;2;30;9
24;16;9;28;19;27;0;7
31;18;0;7;29;13;1;16
29;23;30;14;19;27;8;6
23;9;3;24;7;5;26;11
6;22;14;11;5;26;18;30
2;1;12;17;26;22;27;11
25;31;2;7;8;1;14;15
30;7;17;31;27;2;0;25
26;21;10;4;0;7;14;20
2;5;26;23;25;3;0;14
19;12;27;28;13;2;11;0
7;20;16;8;6;26;12;28
10;0;5;21;15;8;23;25
20;5;31;22;2;8;6;19
27;24;6;0;3;9;13;26
25;9;8;18;28;16;23;20
9;22;1;10;13;14;25;30
7;24;30;27;31;11;21;14
22;5;30;13;28;8;2;29
5;7;10;16;19;9;14;21
19;22;12;28;3;21;15;31
27;24;18;4;2;20;13;1
22;15;14;24;1;11;13;16
9;24;18;7;17;27;6;4
0;7;13;26;29;8;22;21
30;12;7;21;27;16;28;22
3;27;20;21;17;4;6;9
0;18;26;5;31;3;15;22
10;25;22;16;7;20;1;5
28;11;10;1;12;7;20;25
28;6;13;14;26;17;19;21
28;25;18;27;10;15;17;11
7;21;31;15;30;28;29;27
30;18;31;0;29;19;2;26
23;13;7;28;4;12;11;20
7;10;14;4;23;26;2;8
29;24;15;12;21;23;27;26
7;2;27;29;24;6;30;22
10;29;1;0;3;6;12;4
30;24;21;16;2;29;1;15
18;0;27;12;13;8;6;28
26;8;29;1;25;30;5;4
17;16;9;20;23;3;0;18
23;1;24;9;3;25;21;17
23;25;9;30;26;13;16;29
14;6;16;3;24;17;20;23
25;21;17;10;31;20;18;13
12;9;2;25;1;6;17;24
10;1;19;13;2;5;18;8
10;5;9;1;28;13;17;29
16;6;19;9;0;28;3;22
12;15;18;4;26;22;3;16
12;25;9;13;22;23;26;30
8;30;22;7;6;2;5;23
5;20;27;21;6;3;7;26
10;22;15;11;6;26;1;3
12;3;25;24;23;9;29;20
0;31;1;28;30;11;2;4
0;27;14;13;25;9;8;29
21;13;6;25;28;20;14;16
22;4;9;14;3;26;21;25
23;31;16;25;4;12;9;21
3;12;2;7;8;29;22;23
8;12;31;7;22;16;24;19
25;7;24;5;27;29;10;16
23;0;13;11;5;14;7;31
